﻿name,lyric
心中無別人,天會記哩牽手　散步的彼暗　公車擱過站你我的心願　講也講不完　開始期待無聊的人生　我已經覺悟　攏可以結束你甘知一種　神秘的力量　改變阮前途全新的人生的路　不知是光明是錯誤是你給阮一個夢　未記人生的苦澀真正想要對你講　甘擱有別項是你放阮一個人　走過風雨的思念真正想要對你講　心中無別人 在   無味的命運　平凡的世間　混亂的心內微微的怨嘆　一天又一天　你甘不曾開太多氣力　在這個世界　有稍微無睬愛你是唯一　真正有價值　真正阮甘願甘願阮放棄一切 擱流出歡喜的眼淚代誌要按怎繼續　我也不知道只想要和你逗陣　抱你身軀　聽你唱歌心中啊我真正真正想要對你講　心中無別人 感謝 周舟  修正歌詞
志明與春嬌,天志明真正不知要按怎　為什麼　愛人不願閣再相偎春嬌已經早就無在聽　講這多　其實攏總攏無卡抓走到淡水的海岸　兩個人的愛情已經無人看　已經無人聽　啊我跟你最好就到這　你對我已經沒感覺　到這凍止　你也免愛我我跟你最好就到這　你對我已經沒感覺　麥閣傷心麥閣我這愛你　你不愛我志明心情真正有影寒　風這大　你也真正攏沒心肝春嬌你哪無要和我播　這齣電影　咱就走到這位準嘟煞
忘詞,嗯嗯 搭啦 我又 忘了我應該應該應該應該唱什麼 我應該應該應該應該怎麼做嗯嗯 搭拉 想起 來了我好像好像好像好像應該說 我好想好想好想好想對你說在你的面前我就變得很笨拙 就像是一個不斷忘詞的歌手我練習過 彩排過 這個時候 卻又說不出口喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 這一秒我一定要說 就算失敗 也不沉默喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 豁出去的那一秒鐘 卻又忘詞 我噢噢噢嗯嗯 搭拉 想起 來了我好像好像好像好像應該說 我好想好想好想好想對你說 在   上一句好像是有關你的形容下一句好像希望你能答應我我練習過 彩排過 這個時候 卻又說不出口喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 這一秒我一定要說 就算失敗 也不沉默喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 豁出去的那一秒鐘 卻又忘詞 我噢噢噢在你的面前我就變得很笨拙 就像是一個不斷忘詞的歌手我練習過 彩排過 這個時候 卻又說不出口喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 豁出去的那一秒鐘 卻又忘詞 我噢噢噢喔你 你的溫柔感動了我 我 忍耐太久內傷太重在 這一秒我一定要說 就算失敗 也不沉默
快樂很偉大,想要天下 天空就會在腳下如果雨下 夢想很快就發芽如果有夢 woo be cool woo woo be cool就要爆發越玩越high 越玩越大 快樂無限 夢無價天都不怕 地也不怕 大聲的唱 快樂很偉大貝多芬是 十八世紀的怪咖相信自己 明天你就會稱霸 在   如果有夢 woo be cool woo woo be cool就要爆發越玩越high 越玩越大 快樂無限 夢無價天都不怕 地也不怕 大聲的唱 快樂很偉大越玩越high 越玩越大 快樂無限 夢無價天都不怕 地也不怕 大聲的唱 大聲的唱越玩越high 越玩越大 快樂無限 夢無價天都不怕 地也不怕 大聲的唱 快樂很偉大
恆星的恆心,第一永恆主打天妳和我　看星星　那夜空　多神秘天很黑　風很急　妳把我抱得很緊沉默的銀河系　因為妳有意義妳要是落淚滴　世界都要下雨雨　降落在大地　我安靜傾聽　卻無法領悟　妳為何放棄帶走迴盪的回憶　妳像流浪的流星把我丟在黑夜　想著妳妳要離開的黎明　我的眼淚在眼睛下定決心　我決定 在   用恆星的恆心　等妳　等妳(等著妳　等著妳　等著妳　等著妳)那一年的花季　那一刻的呼吸那一生的旅行　因為妳動魄驚心我不是很聰明　我以為我可以守護妳　一直到最後一絲呼吸我　只是沒發現　故事已結局妳早已離去　我還在堅定老了　累了　倦了　變了　那不會是我　不會是我
愛情的模樣, & 田馥甄天你是巨大的海洋我是雨下在你身上我失去了自己的形狀我看到遠方 愛情的模樣曾經孤單的徬徨曾經相信曾經失望你穿過了重重的迷惘那愛的慌張 終於要解放你是誰 叫我狂戀教我勇敢的挑戰全世界在一樣的身體裡面一樣有愛與被愛的感覺我愛誰 已無所謂沒有誰能將愛情劃界限在一樣的身體裡面謎樣的魔力卻是更強烈星星在夜空中閃亮 在   星空下我不停流浪此生我無知的奔忙因為你眼光 都化成了光亮這世界全部的漂亮不過你的可愛模樣你讓我舉雙手投降跨出了城牆 長出了翅膀你是誰 叫我狂戀教我勇敢的挑戰全世界在一樣的身體裡面一樣有愛與被愛的感覺我愛誰 已無所謂沒有誰能將愛情劃界限在一樣的身體裡面謎樣的魔力卻是更強烈你是巨大的海洋我是雨下在你身上我失去了自己的形狀我看到遠方 愛情的模樣
愛情萬歲,天我需要你的體溫　雖然此刻我一點也不覺得寒冷我感到巨大的飢餓　雖然無聊滿滿地撐漲我的靈魂相戀不能再傾國傾城　傾倒你心裡越來越冷越堅固的靈魂此刻你也就別再等　不能再等　不能再等　讓熱情變冷就讓我吻你吻你吻你　直到天明 在   就讓我穿過你的外衣然後你的內衣就讓我吻你吻你吻你　直到天明就讓我刺探你最深深深處你的秘密別再等待不曾降臨的真理　黎明之前只要和你盡情嬉戲我不在乎你的姓名　你的明天你的過去你是男是女我是如此的清醒　不打算離去　也不打算真的愛你
憨人,天我的心內感覺　人生的沈重　不敢來振動我不是好子　嘛不是歹人　我只是愛眠夢我不願隨浪隨風　飄浪西東　親像船無港我不願做人　奸巧鑽縫　甘願來作憨人我不是頭腦空空　我不是一隻米蟲人啊人　一世人　要安怎歡喜　過春夏秋冬我有我的路　有我的夢　夢中的那個世界　甘講伊是一場空我走過的路　只有希望　希望你我講過的話　放在心肝內　總有一天看到滿天全金條　要煞無半項　環境來戲弄 在   背景無夠強　天才無夠弄　逐項是攏輸人只好看破這虛華　不怕路歹行　不怕大雨淋心上一字敢　面對我的夢　甘願來作憨人我知影總有一天啦～～～我有我的路　我有我的夢總會有一天　總會有一天
戀愛ing,天陪你熬夜　聊天到爆肝也沒關係陪你逛街　逛成扁平足也沒關係超感謝你　讓我重生　整個Ｏ－Ｒ－Ｚ讓我重新認識　Ｌ－Ｏ－Ｖ－Ｅ！(Ｌ－Ｏ－Ｖ－Ｅ！Ｌ－ＯＶＥ！)戀愛ing　happy ing　心情就像是　坐上一台噴射機戀愛ing　改變　ing　改變了黃昏　黎明　有你　都心跳到不行你是空氣　但是好聞勝過了空氣你是陽光　但是卻能照進半夜裡水能載舟　也能煮粥　餵飽了生命你就是維他命　Ｌ－Ｏ－Ｖ－Ｅ！(Ｌ－Ｏ－Ｖ－Ｅ！Ｌ－ＯＶＥ！) 在   戀愛ing　happy ing　心情就像是　坐上一台噴射機戀愛ing　改變　ing　改變了黃昏　黎明　有你　都心跳到不行未來某年某月　某日某時　某分某秒　某人某地　某種永遠的心情不會忘記此刻　Ｌ－Ｏ－Ｖ－Ｅ！(Ｌ－Ｏ－Ｖ－Ｅ！Ｌ－Ｏ－Ｖ－Ｅ！　Ｌ－Ｏ－Ｖ－Ｅ！Ｌ－ＯＶＥ！)戀愛ing　happy ing　心情就像是　坐上一台噴射機戀愛ing　改變　ing　改變了黃昏　黎明　有你　都心跳到不行黃昏　黎明　整個都戀愛ing
成名在望,找一個和弦開始唱 那故事遺忘的時光起點是那平凡的成長 或初學吉他時 少年們 的模樣那一年的舞台 沒掌聲 沒聚光 只有盆地邊緣 不認輸 的倔強排練室的日夜 在爭論 在激盪 以音量去吞噬 無退路 的徬徨那黑的終點可有光 那夜的盡頭可會亮那成名在望 會有希望 或者是 無知的狂妄那又會怎麼樣 「那又會怎麼樣？」混跡過酒場的駐唱 才讀懂人性的尋常背負過音樂節的重量 才體會每場仗 都仰賴 槍與糧夢是把熱血和 汗與淚 熬成湯 澆灌在乾涸的 貧瘠的 現實上當日常的重量 讓我們 不反抗 倒地後才發現 荒地上 渺茫 希望 綻放穿過了搖滾或糖霜 媚俗或理想 批判或傳唱 道路上只能看遠方 最遠的地方 應許的他方 不停衝撞看過多少臉龐 飛過多少異鄉少年早已蒼茫 回頭望 我在何方一站又一站的流浪 那旅館和空港 一遍又一遍的採訪 和攻防一雙又一雙的目光 像監獄和高牆 牆裡的風光是不是 如當初想像？ 在   那黑的終點可有光 那夜的盡頭可會亮那成名在望 是否風光 或者是 瘋狂的火光那又該怎麼樣 「那又能怎麼樣？」While we were so young 我夢到當時 我們翻過牆曼陀羅花 沿途綻放 我們光腳越過人間荒唐We're stupid but strong 放學的屋頂 像萬人廣場從不多想 只是信仰 少年回頭望 笑我「還不快跟上？」那路的起點誰能忘 那路的盡頭誰在唱誰成名在望 誰曾失望 卻更多 的誰在盼望那黑的終點可有光 那夜的盡頭天將亮那成名在望 無關真相 如果你 心始終信仰誰又能怎樣？ 誰又能怎樣？「你就能飛翔」＊[曼陀羅花]茄科類曼陀羅屬植物，有麻醉與迷幻效果，據稱在前往天堂的路上，如果停步沉迷於此花香，就會喪失前往天堂的能力與意志[ti:成名在望][ar:][al:自傳][by:GetNoTogether]
我(總統的書送的),還記得　小時候　作文簿上的志願那天真　的幻想　如今都到哪裡躲藏?走出網咖凌晨的三點鐘　飆過天堂世紀帝國直達戰慄時空看不見的世界裡　我是英雄　然後回到沒有目標的活著　在現實中oh my god,oh my god who am I ? 我的外號是　嘴上喬丹oh my god,oh my god who am I ? 座右銘是　我混故我在也曾開心的耶耶耶　也有失落的我我我蝴蝶飛出了潛水鐘　我卻還在原地停留留不住時間耶耶耶　總是後悔的我我我我不要一生就這樣　到最後一生就這樣　這樣的我這樣的　勇敢的我　單純的我　複雜的我　冷的我　熱的我 在   無聊的我　懶惰的我　總是懷疑的我講了不聽　聽了不做　做又做不好的我買一個夢　五十塊錢的夢　期待五百萬分之一的奇蹟降落從此以後　想要什麼　喜歡什麼　就有什麼但是我的人生還可以　努力　追求　什麼Have you ever wanna be a spaceman?Have you ever wanna be a president?Or you're still a daydreaming maker?Have you ever wanna be wanna be wanna be wanna be還記得　小時候　作文簿上的志願　那天真　的幻想如今都到哪裡躲藏?
我,還記得　小時候　作文簿上的志願　那天真　的幻想　如今都到哪裡躲藏?走出網咖凌晨的三點鐘　飆過天堂世紀帝國直達戰慄時空看不見的世界裡　我是英雄　然後回到沒有目標的活著　在現實中Oh my god ,oh my god　Who am I? 我的外號是　嘴上喬丹Oh my god ,oh my god　Who am I? 座右　銘是　我混故我在也曾開心的耶耶耶　也有失落的我我我　蝴蝶飛出了潛水鐘　我卻還在原地停留留不住時間耶耶耶　總是後悔的我我我　我不要一生就這樣　到最後一生就這樣　這樣的我這樣的　勇敢的我　單純的我　　複雜的我　冷的我　熱的我 在   無聊的我　懶惰的我　總是懷疑的我　　講了又不聽　聽了又不作　作又做不好的我買一個夢　五十塊錢的夢　期待五百萬分之一的奇蹟降落從此以後　想要什麼　喜歡什麼　就有什麼　但是我的人生還可以　努力　追求　什麼Have you ever wanna be a spaceman? Have you ever wanna be a president yeah?Or you're still a daydreaming maker? Have you ever　wanna be　wanna be　wanna be還記得　小時候　作文簿上的志願　那天真　的幻想　如今都到哪裡躲藏?
我不願讓你一個人,電視劇 真愛找麻煩 片尾曲、阿信天天你說呢　明知你不在　還是會問空氣　卻不能代替你　出聲習慣　像永不癒合　的固執傷痕一思念就撕裂靈魂把相片　讓你能保存　多洗一本毛衣　也為你準備多　一層但是　你孤單時刻　安慰的體溫怎麼為你多留一份我不願讓你一個人　一個人在人海浮沉我不願你　 獨自走過風雨的時分我不願讓你一個人　承受這世界的殘忍我不願眼淚陪你到　永恆你走後　愛情的遺跡　像是空城遺落你杯子手套和　笑聲 在   最後　你只帶走你　脆弱和單純和我最放不下的人也許未來　你會找到　懂你疼你　更好的人下段旅程　你一定要　更幸福豐盛我不願讓你一個人　一個人在人海浮沉我不願你獨自走過　風雨的　時分我不願讓你一個人　承受這世界的殘忍我不願眼淚陪你到　永恆你說呢　明知你不在　還是會問只因　習慣你滿足的　眼神只是　我最後一個　奢求的可能只求你有快樂人生只求命運　帶你去一段　全新的旅程往幸福的天涯飛奔別回頭就往前飛奔請忘了我還一個人
我又初戀了,每一次從愛裡離開　就像是心被切一塊切一塊　下次再也不敢放膽愛誰知道主歌才一半　橋段都還沒唱出來就突然　你的出現爆破了悲哀難道　我又我又初戀了　不可能　我又我又初戀了可是　真的真的初戀了　這一種FEEL　我又　真的真的初戀了我愛你　你愛我　我們再也找不到藉口就像是　第一次　一起飛著愛情的自由我愛你　你愛我　我們再也不需要藉口又一次　初戀了　就算降講有一點荒繆　誰在乎喔我吃了鐵牛運功散　因為我內傷好犀利好犀利　你的魔力真的好犀利 在   難道 我又我又初戀了 不可能 我又我又初戀了可是 真的真的初戀了 這一種FEEL 我又 真的真的初戀了我愛你 你愛我 我們再也找不到藉口就像是 第一次 一起飛著愛情的自由我愛你 你愛我 我們再也不需要藉口又一次 初戀了 就算降講有一點荒繆 誰在乎喔難道 我又我又初戀了 不可能 我又我又初戀了可是 真的真的初戀了 這一種FEEL 我又 真的真的初戀了我愛你 你愛我 我們再也找不到藉口就像是 第一次 一起飛著愛情的自由我愛你 你愛我 我們再也不需要藉口又一次 初戀了 就算降講有一點荒繆 誰在乎喔誰在乎喔 誰在乎喔 誰在乎喔 誰在乎喔
