﻿name,lyric
將故事寫成我們(The Story Of Us),這最美的秘密  是我們都在製造巧遇誰說幸福  只是一種  遠方的消息思念持續著濃郁  夢甘甜下去  誓言繼續陪妳  累積所有回憶暖手的是熱茶  暖心的是  妳一句話許給你一個家  再圍上  我的牽掛這故事  開始一個人  我認真  寫成了我們這段緣分  沒有人轉身妳也  開始修改劇本  加重我的戲分初心單純  給了妳的吻這一生  原本一個人  妳堅持  廝守成我們所有未來  說好了一起等青春  的誓言扎了根  願望比誰都深過了門  永遠是  一家人這最美的秘密  是我們都在製造巧遇誰說幸福  只是一種  遠方的消息思念持續著濃郁  夢甘甜下去  誓言繼續陪妳  累積所有回憶暖手的是熱茶  暖心的是  妳一句話許給你一個家  再圍上  我的牽掛這故事  開始一個人  我認真  寫成了我們  在  走過紅塵  再也不怕冷某天離開  這一座城  我去哪妳都跟微笑的說  妳是我的人 wo~這一生  原本一個人  妳堅持  廝守成我們卻小小聲  牽著手在默認感動的眼神  說願意  走進我的人生進了門  開了燈  一家人執子之手  如此溫柔  天長地久  並肩走妳深情  凝望著我說  幸福  是妳  有了我這劇本  開始一個人  我認真  寫成了我們走過紅塵  再也不怕冷某天離開  這一座城  我去哪妳都跟微笑的說  妳是我的人這一生  原本一個人  妳堅持  廝守成我們卻小小聲  牽著手在默認感動的眼神  說願意  走進我的人生進了門  開了燈  一家人盼來生  依然是  一家人
對的時間點,生活刻琢了容顔 天真被逐漸刪減人們將負累都歸咎於時間然而成熟能成全 果實它該有的甜只為時間慫恿季節的改變信誓旦旦的宣言 色調會逐年變淺人們將缺憾都怪罪於時間然而成長到成年 淚痕之所以復原只為時間稀釋傷感的根源如果 愛情是場遠程的渦旋儘管繞著圈子 也要走向前不離心太遠我要面朝最藍的 晴天不脫離軌道 有你在身邊如果 生命是場寂寞的渦旋不管千迴百轉 方向不會偏起飛前看一眼 每張我愛過的臉每個交錯和無緣 都在潛意識挑選對的時間點  在  從前未來的關聯 拉開記憶才明顯你我都出現在最好的時間不然相逢到相連 為何像有過預演只為時間是串起兩人的線如果愛情是場遠程的渦旋儘管繞著圈子 也要走向前不離心太遠我要面朝最藍的 晴天不脫離軌道 有你在身邊如果 生命是場寂寞的渦旋不管千迴百轉 方向不會偏起飛前看一眼 每張我愛過的臉每個交錯和無緣 都在潛意識挑選對的時間點
小瓶子,手握著小瓶子 裝平凡的日子生活的大小事 熟悉的過客倒影中看彼此 各種喜怒哀樂緊扣著手指 最初的掩飾漂向遠方的影子紛紛 折疊的沉默層層 隱藏另一個我說著 不完美的音色穿過 一朵朵絢爛的漩渦匆匆 風吹花開日落時間啊 解開我的迷惑許下的願望 在天邊海角鋪成了銀河等著 流浪的你來牽住我的手漂流的小瓶子 裝哭笑的樣子瘋狂或是幼稚 憂傷或天真思念也會帶刺 也會透出光澤  在  緊扣的手指 眼裡的誠實倒映彼此的影子最後的割捨鎖進了盒子寫下新的故事紛紛 折叠的沉默層層 隱藏另一個我說著 不完美的音色穿過 一朵朵絢爛的漩渦匆匆 風吹花開日落時間啊 解開我的迷惑許下的願望 在天邊海角鋪成了銀河等著 流浪的你緊緊牽住我的手
小酒窩,男：我還在尋找 一個依靠 和一個擁抱誰替我祈禱 替我煩惱 為我生氣為我鬧女:幸福開始有預兆 緣份讓我們慢慢緊靠然後孤單被吞沒了 無聊變得有話聊 有變化了合:小酒窩長睫毛是你最美的記號我每天睡不著想念你的微笑你不知道你對我多麼重要(你不知道 多麼重要)有了你生命完整的剛好男:小酒窩長睫毛迷人的無可救藥我放慢了步調感覺像是喝醉了終於找到心有靈犀的美好一輩子暖暖的好我永遠愛你到老女:幸福開始有預兆 緣份讓我們慢慢緊靠然後孤單被吞沒了 無聊變得有話聊 有變化了  在  合:小酒窩長睫毛是你最美的記號我每天睡不著想念你的微笑你不知道你對我多麼重要(你不知道 多麼重要)有了你生命完整的剛好合:小酒窩長睫毛迷人的無可救藥我放慢了步調感覺像是喝醉了終於找到心有靈犀的美好一輩子暖暖的好我永遠愛你到老HU...合:小酒窩長睫毛迷人的無可救藥我放慢了步調感覺像是喝醉了終於找到心有靈犀的美好一輩子暖暖的好我永遠愛你到老 
就是我,我想了十幾個夜晚　我想我一直都在想什麼是完美的感動　我想到開始頭痛你說不定也是一樣　想要愛卻害怕遺憾你說不定也很希望　我可以比你勇敢躺在星空下的草地上　心事全都攤開讓你看滿天星星張大眼睛盯著我　想要說任他們說　他們看　我都不管我只要　宣佈愛你的人　就是我對　沒有錯　就是要　簡簡單單就是我　愛你　愛我　不需要囉嗦我想了十幾個夜晚　我想我一直都在想什麼是完美的感動　我想到開始頭痛你說不定也是一樣　想要愛卻害怕遺憾你說不定也很希望　(能和我交個朋友)躺在星空下的草地上　心事全都攤開讓你看  在  滿天星星張大眼睛盯著我　想要說任他們說　他們看　我都不管我只要　宣佈愛你的人　就是我對　沒有錯　就是要　簡簡單單就是我　愛你　愛我　不要囉嗦躺在星空下的草地上　心事全都攤開讓你看滿天星星張大眼睛盯著我　想要說任他們說　他們看　我都不管我只要　宣佈愛你的人　就是我對　沒有錯　就是要　簡簡單單就是我　愛你　愛我　哈哈哈哈任他們說　他們看　我都不管我只要　宣佈愛你的人　就是我對　沒有錯　就是要　簡簡單單就是我　愛你　愛我　不需要囉嗦
彈唱,早安 我來唱一首歌給你聽回到那片操場 舊食堂 燒鴨飯 依然香你的馬尾飄揚 就連背影都發亮 多麼想能被你愛上回到那片沙灘 風微涼 聽海浪 唱一唱那夜星空燦爛 你輕靠我的肩膀 幸福感 抓著我不放你在的片段 我用心收藏你聆聽我彈唱 我寫的歌 你每一首喜歡彈著明天為你唱 你不在乎什麼地方回到那食堂 那片沙灘 愛純真也瘋狂  在  嚮往那麼一天 臨睡前 我枕頭邊 你素顏祈求你的睡眠 要比我的還香甜 說好吧 在夢裡相見你在的片段 我用心收藏你聆聽我彈唱 我寫的歌 你每一首喜歡彈著明天為你唱 你不在乎什麼地方回到那食堂 那片沙灘 愛純真也瘋狂會有那麼一天 都白髮 皺紋滿臉 肚腩圓圓黃昏時刻 我還想為你彈唱 哼一哼 我們的美滿任世界變遷 我們始終擁有那第一天親愛的 我愛你不變[ti:彈唱][ar:][al:和自己對話][by:GetNoTogether]
御龍•三國志,Ee ye Ee ye Ee ye Oh能飛就要凌空爭霸萬里勇敢做夢難關鬥智斗勇召喚我心中強大的雄風 Oh能衝就如狂風奮力一搏驚險感動熬過情緒萬種想念某個人 最難念的痛 Oh天命 豪情笑納定天下 刀狂劍妄真英雄 策馬忘了有傷我有聽見 雷鳴電閃的巨響我看見 御龍破雲飛翔我預告 新的傳奇將發光 Wooh~我掀風雲 我是王Ee ye Ee ye Ee ye能飛就要凌空爭霸萬里勇敢做夢  在  難關鬥智斗勇召喚我心中強大的雄風 Oh能衝就如狂風奮力一搏驚險感動熬過情緒萬種想念某個人 Oh天命 豪情笑納定天下 刀狂劍妄真英雄 策馬忘了有傷我聽見 雷鳴電閃的巨響我看見 御龍破雲飛翔我預告 新的傳奇將發光 Wooh~我掀風雲 我會是王ye ye ye ye ye ohye ye ye oh我聽見 雷鳴電閃的巨響我看見 御龍破雲飛翔我預告 這新的傳奇將發光 Wooh~我掀風雲 我會是王Ee ye Ee ye Ee ye 我是王Ee ye Ee ye Ee ye Oh 
心牆(Wall),一個人 眺望碧海和藍天在心裏面 那抹灰就淡一些海豚從眼前飛越我看見了最陽光的笑臉好時光都該被寶貝 因爲有限我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放  在  打開窗你會看到悲傷融化我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗你會看到悲傷融化Wooh〜你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗妳會看到悲傷融化你會聞到幸福晴朗的芬芳 
愛不會絕跡,動畫恐龍寶貝主題曲我站在世界的屋頂用放大鏡看天地發現太多的神奇一起去尋覓 未知的命運寧願相信愛永不會絕跡誰能抹去那些古老傳奇我們手握緊 勇氣和信心 就能夠無敵渴望每個明天絕不放棄努力燃燒用不完的活力幻想的天地 揭開了奧秘 心跳永不暫停我預言下一秒危機  在  有你就不怕荊棘並肩創造的奇跡都記在心底 友情和恆星不管經過多少難題不管穿越多少距離心和你 越靠近 夢想就會更清晰渴望每個明天絕不放棄努力燃燒用不完的活力幻想的天地 揭開了奧秘 心跳永不暫停心中永相信 愛不會絕跡[ti:愛不會絕跡][ar:][al:][by:253057646]
愛情yogurt,　零下4度C　你說那味道剛剛好　熱量能降低　愛情的過敏反應　分解你幻想的情節　快速冰冷自作聰明啊　冷藏你的猜忌不安啊　看透了我的全部　就能心安嗎　快別試探我的語言呀　請別理會簡訊的笑話　溫度計測不出　我在為你發酵  在  △喝下我的愛情Yogurt　勇氣的味道　不需通關直接可到達　ooh~　你是我的愛情Yogurt　紅著臉撒嬌　濃縮了氣氛　沸騰我的心跳Repeat ＃,△ooh~Repeat △
愛的鼓勵,妳 像顆果實  外表甜蜜  內在卻堅韌無比妳 充滿機密  美麗的生命我 像頭鱷魚  冰冷鐵衣  保護著柔軟的心我  孩子氣  不告訴你一直一直一直往外走一直一直一直向前衝一直一直一直有新的追求這是我 男生的宇宙一直一直一直看內容一直一直一直在等候這是這是這是妳女生的溫柔  在  看看妳 看看我 注定碰頭妳有妳 我有我的美夢天是天 地是地 多不同 卻在這一秒雷電著火給我愛的鼓勵 Woo妳 來自綠蔭 卻能證明 水和土壤的相遇妳 蘊藏太多 大地的呼吸我 看來生硬 霸佔一地 不怕任何的天敵我 其實需要 妳的關心一直一直一直逆向走一直一直一直等結果原來我們是朝彼此的方向探索[ti:愛的鼓勵][ar:][al:新地球][by:GetNoTogether]
愛笑的眼睛(Smiling Eyes),如果不是那鏡子不像你　不藏秘密我還不肯相信沒有你我的笑　更美麗那天聽你在電話裡　略帶抱歉的關心我嘟的一聲切的比你說分手　徹底淚濕的衣洗乾淨　陽光裡曬乾回憶摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天刪去離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己決定淚濕的衣洗乾淨　陽光裡曬乾回憶  在  摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚 像一個人看舊電影　是我不小心而已離開你我才找回自己　那愛笑的眼睛再見到你　我一定讓自己　讓自己堅定離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天忘記離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己　堅定再見到你　我一定讓自己　假裝很　堅定
愛笑的眼睛,如果不是那鏡子不像你　不藏秘密我還不肯相信沒有你我的笑　更美麗那天聽你在電話裡　略帶抱歉的關心我嘟的一聲切的比你說分手　徹底淚濕的衣洗乾淨　陽光裡曬乾回憶摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天刪去離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己決定  在  淚濕的衣洗乾淨　陽光裡曬乾回憶摺好了傷心　明天起只和快樂出去這愛的城市雖然擁擠　如果真的遇見你你不必訝異　我的笑她無法代替離開你我才發現自己　那愛笑的眼睛流過淚　像一個人看舊電影　是我不小心而已離開你我才找回自己　那愛笑的眼睛再見到你　我一定讓自己　讓自己堅定離開你我才發現自己　那愛笑的眼睛流過淚　像躲不過的暴風雨　淋濕的昨天忘記離開你我才找回自己　那愛笑的眼睛再見愛情　我一定讓自己　讓自己堅定再見到你　我一定讓自己　假裝很　堅定 
愛與希望,大地被搖晃著 天空突然黑了我的 心也被震碎了下一秒瓦解了 淚堆積成了河但明天是好的 我們要堅定著愛 讓我們不放棄 活著還要繼續和大自然拔河  在  當愛與希望 投射炙熱的太陽昨日淚光會隨時間都蒸發別輕易放棄 明天要許更多願望裝滿了勇氣就更有力量當愛與希望 倒映暖暖的月亮再回頭望 又是築好了家鄉我知道未來 還有好多路要闖我打開了窗 看見了晴朗
我們很好,先不要張揚 眼前的傷安安靜靜 不要說話你往前走 我在後面別害怕我們的黑暗 其實很像沒學會擁抱 就得放下深愛著 也為難著對方 oh你想堅強 我可以讓你要逞強 我陪你裝反正時間 從未善良我沒有變 你知道就好世界再難 更不能逃眼淚現在 就該擦掉只一次成長 花多少力量掙扎我們很好 不需要 任何人祈禱當你擁有 我這些 失去才勾銷稱不上快樂 算不了煩惱讓我慢慢陪你耗我們不好 並不求 任何人原諒你疼不疼 告訴我 何必要隱藏寂寞的夢想 總得到希望  在  你快贏我  好不好我就沒輸掉笑很輕鬆 我做得到聰明如你 也要記牢下個出口 不是天堂已無關緊要你想堅強 我可以讓你要逞強 我陪你裝反正時間 從未善良我沒有變 你一個人知道就好世界再難 更不能逃眼淚現在 就該擦掉只一次成長 花多少力量掙扎我們很好 不需要 任何人祈禱當你擁有 我這些 失去才勾銷稱不上快樂 算不了煩惱讓我慢慢陪你耗我們不好 並不求 任何人原諒你疼不疼 告訴我 何必要隱藏寂寞的夢想 總得到希望你快贏  好不好我才不算輸掉先不要張揚 眼前的傷安安靜靜 不要說話  
